Date;Sexe;Age;Rura;Card;Etud;pro;parent;parent2;Retraite;Regime_B;végétarien;diabétique;gluten;C_leg;C_frui;C_fec;C_lait;C_viaB;C_viaR;C_poi;C_indu;C_light;Pd_Frais;Crit_influe_C;Choix;Etiqt;Pub;5fj;5flj_p;reco;reco_P;A_patho;A_sante;Mangé_E;Repas;VF_Eq;VF_Su;VF_HO;VF_Fec;VF_soir;VF_saut;VF_Eq_Reg;VF_Eq_bon;VF_medi;pdp;modif;info;momnt;Qst;diét
2021-11-22 23:15:40.449;Homme;18-34;Rural;Sud;Bac+3;Etudiant;Salarié;;;Non;False;False;False;1 x par jour;1 x par jour;1 x par jour;Très rarement;3 x par semaine;1 x par semaine;Très rarement;3 x par semaine;Très rarement;Non;Gout, Le prix;Je regarde le prix;;Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);J'esaye d'appliquer;;Non;;Oui;Oui;Ne pas manger plus que ce qu'on devrait ;Riz poisson ;Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Réduire les fasts foods;Non aucune ;Non;;;Ne crois pas en certain régime ? 
2021-11-22 23:16:48.465;Femme;18-34;Citad;Sud;Bac;Salarié;;;;Non;False;False;False;1 x par jour;1 x par jour;1 x par jour;1 x par jour;1 x par jour;1 x par semaine;1 x par semaine;5 x par semaine;3 x par semaine;Oui;Gout, Le prix;Je regarde l'étiquette nutritionelle;Les point ww;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré), Produit laitier, Eau, viande, poisson frais, salade;Oui je connais, J'esaye d'appliquer;;Oui;Mangez bougez;Oui;Oui;Pas trop gras, trop sucré, trop salé;Repas vite fais pates complètes avec brocolis vapeur et pavé de saumon ;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Limiter le sucre raffiné;Oui modification totale il y a un plus d'un an (assiette 100g de faculent cuits pour 200g de légume et 100g de protéine) pour perte de poids ;Oui;;;Le tarif
2021-11-22 23:17:24.647;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;;;Oui;True;False;False;A tous les repas;5 x par semaine;3 x par semaine;3 x par semaine;Jamais;Jamais;1 x par jour;1 x par jour;1 x par jour;Oui;Gout, Le prix;Je me fie à l'attrait du marketing;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, J'esaye d'appliquer;;Oui;boire au moins 1L d'eau par jour;Oui;Oui;manger varié, incorporer de tout;du saumon avec des légumes et du riz;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;j'éviterais l'huile et les fromages;j'essaye de manger du poisson au moins une fois par jour car sinon je mange que des légumes;Oui;;;très peu commun et stigmatisé
2021-11-22 23:19:30.279;Femme;+60;Rural;Sud;Bac+3;Retraité;;;Salarié;Non;False;False;False;A tous les repas;A tous les repas;3 x par semaine;3 x par semaine;1 x par semaine;Très rarement;3 x par semaine;Très rarement;Très rarement;Oui;Gout;Je regarde l'étiquette nutritionelle, Je regarde le prix;Le moins d'additif ;Non;J'esaye d'appliquer;;Non;;Oui;Oui;Le moins de charcuterie. Le plus de legumes possible. Boisson : l'eau.;Salade variée. Poisson avec legumes. Fruit. 1 tranche de pain. Eau;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Seulement 1 bol de soupe le soir;Non;Non;;;Je ne sais pas
2021-11-22 23:20:20.591;Femme;18-34;Citad;Sud;Bac +5;Etudiant;Cadre;;;Non;False;False;False;A tous les repas;1 x par jour;1 x par jour;1 x par jour;A tous les repas;1 x par semaine;1 x par semaine;Jamais;Jamais;Oui;Santé, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Protéine, glucides, lipides;Non;Oui je connais;;Non;;Oui;Oui;Pas ou peu de produits transformés, s’autoriser des repas « gras » de temps en temps mais pas à outrance (Max 1 fois par semaine), pas de féculent le soir;Courgettes en persillade avec filet de poulet ;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Manger à sa faim et doucement, ne pas attendre « le trop plein » pour arrêter de manger. Petit déjeuner : fromage blanc, fruit et poignée d’amande. Féculent et légumes avec viande le midi, fruit à 16h sil y a faim, légumes et viande le soir.;Prise de féculent uniquement le midi car il y a élimination des graisses au fil de la journée et non le soir ;Oui;;;Car ils veulent réussir seul, ou ils pensent bien manger 
2021-11-22 23:20:24.061;Femme;18-34;Rural;Sud;Bac +5;Salarié;;;;Non;False;False;False;5 x par semaine;Très rarement;1 x par jour;A tous les repas;5 x par semaine;1 x par semaine;Très rarement;3 x par semaine;1 x par semaine;Oui;Gout, Le prix;Je regarde le prix;La lettre;Oui, Produit laitier;Oui je connais, Je n'applique pas;Manque de temps d’aller acheter des fruits frais ;Non;;Oui;Oui;Manger des portions adaptées ;Riz / thon ;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Réduire la quantité des portions ;Quantité / sucres pour tenir la ligne ;Oui;;;Pour ne pas payer les séances - onéreux 
2021-11-22 23:20:30.888;Femme;18-34;Citad;Sud;Bac+3;Artisan;;;;Non;False;False;False;1 x par jour;3 x par semaine;3 x par semaine;1 x par jour;3 x par semaine;3 x par semaine;Très rarement;1 x par semaine;Jamais;Oui;Gout, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Yuka ;Non;Oui je connais, J'esaye d'appliquer;;Oui;Boire 1L d’eau par jour;Oui;Oui;N’a pas abuser de quoi que ce soit, essayer d’avoir un équilibre entre les produits laitiers, les légumes, la viande et les féculents ;Salade, riz, viande, yaourt, fruit;Non;Oui, Non;Non;Non;Non;Non;Non;Non;Non;Je ne veux pas perdre de poids je ne me suis jamais posé la question mais déjà arrêter les macdo/fastfood serait bien ;Non;Oui;;;Parce qu’ils préfèrent aller sur internet sans doute 
2021-11-22 23:21:38.979;Homme;35-60;Rural;Sud;Bac;Artisan;;;;Non;False;False;False;A tous les repas;Jamais;A tous les repas;A tous les repas;1 x par jour;1 x par semaine;3 x par semaine;3 x par semaine;3 x par semaine;Oui;Gout, Le prix;Je regarde le prix, Je regarde la provenance du produit;;Non;J'esaye d'appliquer;;Oui;Légumes et féculents a tous les repas;Oui;Oui;Manger le plus varié possible;Crudité, poisson avec riz et légumes, laitage en dessert;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Diminuer les quantités, je suis gourmand😁;Manger léger à midi, pour éviter les brûlures d'estomac l'après midi;Non;;;Coût de la consultation
2021-11-22 23:22:12.245;Femme;18-34;Citad;Sud;Bac;Etudiant;Salarié;Agriculteur;;Non;False;False;False;5 x par semaine;1 x par semaine;1 x par jour;3 x par semaine;3 x par semaine;3 x par semaine;1 x par semaine;3 x par semaine;1 x par semaine;Oui;Gout, Le prix;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;varier féculents legumes ne pas manger trop de sucre trop de gras ;courgettes à la poele et blanc de poulet ;Non;Non;Non;Non;Oui;Non;Non;Non;Oui, Non;baisser ma consommation de sucre et mes portions;baisser ma consommation de sucre et charcuterie pour avoir une alimentation plus saine;Oui;;;ils pensent que c'est inutile ou trop cher
2021-11-22 23:23:21.653;Femme;18-34;Citad;Sud;Bac +5;Salarié;;;;Non;False;False;False;A tous les repas;1 x par jour;5 x par semaine;3 x par semaine;3 x par semaine;Très rarement;1 x par semaine;5 x par semaine;Très rarement;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle;Taux de sucre ou taux de matière grasse;Non;Oui je connais, J'esaye d'appliquer;;Oui;Manger moins sucre moins gras et garder une activité physique régulière;Oui;Oui;Alimentation variées et limitée apport en sucre gras et sel;En fonction des moments de la journée les  repas seront différent, exemple midi un appirt en féculent ou sucre lent comme pomme de terre avec haricot vert en salade et une viande blanche grillé avec un yaourt ;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Rééquilibrage alimentaire en réduisant apport en sucre et matière grasse mais en laissant quand même sucré naturel de fruits et variés les graisses par exemple huile noix, de pépin de resin ou huile d'olive en quantité limitée et éviter manger légumes cru le soir pour éviter rétention d'eau;Manger des légumes cuit le soir car évite de faire rétention d'eau. Éviter de manger trop salée et sucré et gras car il y a des antécédents dans ma famille de cholestérol diabète et hypertension ;Oui;;;Pour une question de budget et surtout de manque de motivation
2021-11-22 23:23:39.064;Femme;35-60;Rural;Sud;Bac +5;Salarié;;;;Non;False;False;False;A tous les repas;5 x par semaine;5 x par semaine;5 x par semaine;5 x par semaine;Très rarement;3 x par semaine;Très rarement;Jamais;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;conservateur sucre;Non;J'esaye d'appliquer;;Oui;eau,moins de féculents, moins de sel, moins de sucre;Oui;Oui;de tout mais moderemment, eviter sucre, eviter industriels;legume cru et cuit viande blanche un peu de feculent;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Oui;sucre mauvaise graisse;legume bio pour éviter douleur ventre;Oui;;;ne sais pas
2021-11-22 23:23:46.737;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;;;Non;False;False;False;3 x par semaine;1 x par semaine;1 x par jour;5 x par semaine;3 x par semaine;1 x par semaine;1 x par semaine;1 x par jour;Très rarement;Non;Gout;Je regarde le prix;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, Je n'applique pas;;Non;;Oui;Oui;Jsp;Pates jambon gruyères ;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Non;Manger de la salade le soir;Oui je bois de + en + de coca pcq c’est trop bon;Oui;;;Ils n’y pensent pas 
2021-11-22 23:24:36.848;Femme;18-34;Citad;Sud;Bac +5;Cadre;;;;Non;False;False;False;3 x par semaine;3 x par semaine;5 x par semaine;1 x par jour;5 x par semaine;1 x par semaine;Très rarement;1 x par semaine;Jamais;Oui;Santé;Je regarde le prix;;Non;J'esaye d'appliquer;;Non;;Oui;Oui;Manger de tout en quantité adaptée ;Un morceau de viande, une portion de féculent et de légumes. Un yaourt en dessert et un fruit dans la journée;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Diminuer le sucre et les féculents;Non;Oui;;;La peur du jugement
2021-11-22 23:24:52.748;Femme;18-34;Citad;Nord;Bac+3;Cadre;;;;Non;False;False;False;5 x par semaine;5 x par semaine;5 x par semaine;1 x par jour;1 x par semaine;Très rarement;1 x par semaine;Très rarement;Jamais;Oui;Gout, Le prix;Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Oui;Ne pas manger trop gras, trop sucré, trop salé  ;Oui;Oui;Manger de tout en quantité raisonnable ;Des féculents, des légumes, un produit laitier ;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Manger moins de sucre ;Non;Oui;;;Ils n’y pensent pas, de plus c’est onéreux 
2021-11-22 23:25:21.469;Femme;18-34;Rural;Sud;Bac;Etudiant;;;;Non;False;False;False;3 x par semaine;1 x par jour;5 x par semaine;3 x par semaine;5 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Non;Gout, Le prix;Je regarde le prix;Sel, saccharose (sauf naturel);Non;Oui je connais, J'esaye d'appliquer;Repas hors domicile, preparation repas soir pour lendemain pas de temps;Oui;Boire;Oui;Oui;Portion legume, viande poisson oeuf, feculent ;Poulet coco curry, pomme 🍎 ;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Arrêter le pain, les fromages, la charcuterie, boissons sucrées, l'alcool ;Boire beaucoup plus d'eau ;Oui;;;Horaires incompatibles, peu de rdv en ligne
2021-11-22 23:26:49.302;Femme;18-34;Citad;Nord;Bac +5;Etudiant;Salarié;Cadre;;Non;False;False;False;1 x par jour;1 x par jour;A tous les repas;1 x par jour;3 x par semaine;1 x par semaine;Très rarement;Très rarement;Très rarement;Oui;Santé, Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Sel et sucre;Non;J'esaye d'appliquer;;Oui;Ne mangez pas trop gras trop sucré trop salé ;Oui;Oui;Pas trop de sucre pas trop de gras pas trop de sel;Poulet semoule ratatouille;Oui, Non;Oui;Non;Non;Oui;Non;Non;Non;Oui;Diminuer les quantités de ce que je mange, manger plus lentement;Non;Oui;;;Ils pensent résoudre leurs problèmes eux-mêmes 
2021-11-22 23:27:23.496;Femme;18-34;Rural;Sud;Bac;Salarié;;;;Non;False;False;False;1 x par jour;Très rarement;5 x par semaine;1 x par jour;3 x par semaine;1 x par semaine;Jamais;1 x par semaine;1 x par semaine;Non;Le prix;Je regarde le prix;;Non;Oui je connais;;Oui;Pas trop gras, pas trop sucré, pas trop salé ;Oui;Oui;Varier son alimentation ;Pâte, haricot vert, viande;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Moins de gras et moins de sucre;Non;Non;;;Raison budgétaire 
2021-11-22 23:28:44.036;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Salarié;;;Non;False;False;False;1 x par jour;1 x par semaine;A tous les repas;A tous les repas;1 x par jour;1 x par jour;Très rarement;A tous les repas;Jamais;Oui;Le prix;Je regarde l'étiquette nutritionelle, Je regarde le prix;Nutriscore + ingrédients ;Non;Oui je connais;Questions de prix;Oui;Pas de viande à chaque repas ;Oui;Oui;Bon équilibre nutritionnel avec tous les composants nécessaires : proteines, fibres, glucides etc. ;Salade verte + vinaigrette maison / Pâtes + poivrons + crèmes fraîche + fond de veau + une tranche de jambon ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Réduire les portions mais continuer à manger de tout. ;J’essaie de manger davantage de féculant et de légume cuits pour des questions de soucis digestifs ;Oui;;;non remboursé
2021-11-22 23:30:11.028;Femme;18-34;Citad;Nord;Bac+3;Salarié;;;;Non;False;False;False;A tous les repas;3 x par semaine;3 x par semaine;5 x par semaine;1 x par semaine;1 x par semaine;3 x par semaine;3 x par semaine;5 x par semaine;Oui;Gout, Le prix;Je regarde le prix;;Non;Oui je connais, J'esaye d'appliquer;;Oui;1/4 de féculents 1/4 de viande ou poissons et 1/2 de légumes par assiette;Oui;Oui;Manger de tout en quantité raisonnable et manger plus de légumes que de féculents ;1/4 de féculents 1/4 de viande ou poisson 1/2 de légumes par assiette;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Manger moins de fromages et de sucreries;Non;Non;;;Ils pensent savoir comment le régler d'eux-mêmes
2021-11-22 23:32:19.884;Femme;18-34;Citad;Sud;Bac+3;Chomeur;;;;Oui;False;False;False;3 x par semaine;3 x par semaine;A tous les repas;A tous les repas;3 x par semaine;1 x par semaine;Très rarement;1 x par semaine;Très rarement;Oui;Santé, Le prix;Je regarde le prix;;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré), Produit laitier;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Se faire plaisir tous en évitant sucre ajouté, huile.. ;Salade, riz champignons poulet, fromages, yaourt ;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Éliminer les produits préparer industriel ;Non;Oui;;;Manque de connaissances 
2021-11-22 23:32:40.187;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Cadre;;;Non;False;False;False;A tous les repas;A tous les repas;A tous les repas;3 x par semaine;1 x par jour;3 x par semaine;5 x par semaine;1 x par semaine;1 x par semaine;Oui;Santé, Le prix;Je regarde le prix, Je regarde la provenance du produit;;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Manger de façon équilibrée des macronutriments ainsi que des micronutriments0;Saumon, riz et légumes;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Je réduis un tout petit peu les portions de mes repas. J'évite aussi le sucre raffiné. ;J'augmente les protéines (pas énormément) quand je veux prendre un peu de muscle. J'arrête le sucre quand je veux avoir une peau plus belle;Oui;;;Ils ne se rendent pas compte de l'impact de l'alimentation sur leur santé et bien être
2021-11-22 23:40:08.866;Femme;18-34;Citad;Sud;Bac+3;Etudiant;Cadre;;;Non;False;False;False;A tous les repas;3 x par semaine;5 x par semaine;5 x par semaine;5 x par semaine;1 x par semaine;1 x par semaine;1 x par semaine;Très rarement;Non;Gout, Santé;Je regarde le prix;;Non;Oui je connais;Je n’y pense pas, pas envie;Oui;Les produits laitiers sont nos amis pour la vie;Oui;Oui;Avoir tous les apports nutritionnels dont on a besoin;Légume féculents proteine;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;faire des menus équilibrés trouvés sur internet ou groupes fb;Manger moins de viande (impact environnemental / condition des animaux/ impact sur la santé (viande rouge));Non;;;Le prix, le fait de penser savoir « qu’il faut manger que des légumes »
2021-11-22 23:40:10.981;Femme;18-34;Citad;Sud;Bac +5;Etudiant;;;;Non;False;False;False;1 x par semaine;1 x par semaine;A tous les repas;3 x par semaine;3 x par semaine;3 x par semaine;Très rarement;1 x par jour;Très rarement;Oui;Gout, Le prix;Je me fie à l'attrait du marketing, Je regarde le prix;;Non;Je n'applique pas;;Non;;Oui;Oui;Sain, ni trop gras, ni trop sucré, ni trop salé. Ni trop, ni pas assez. Une équilibre.;Midi par exemple : Riz, grain (haricots/lentilles/etc), côtelette de porc en sauce.;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Contrôler ce que je mange. Moyenne quantité. ;Oui, des smoothies pour au contraire prendre du poids. Des conseils naturels. ;Oui;;;Prix. Temps pour y aller. Utilité ? 
2021-11-22 23:44:45.644;Femme;35-60;Rural;Sud;Bac;Artisan;;;;Non;False;False;False;A tous les repas;1 x par jour;3 x par semaine;5 x par semaine;5 x par semaine;1 x par semaine;3 x par semaine;Jamais;Très rarement;Oui;Gout, Santé;Je regarde l'étiquette nutritionelle, Je regarde la provenance du produit;Le nutriscore et les calories ;Non;Oui je connais, J'esaye d'appliquer;;Non;;Oui;Oui;Pas trop de sucres et pas trop gras. L'imiter la viande le soir ;Salde endive noix et des de fromages. Fondue de poireaux et blanc de poulet. Clémentine. ;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Moins de sucres et de matières grasses ;Non;Oui;;;Les programmes sont souvent trop contraignant et pas compatibles avec une vie de famille 
2021-11-22 23:47:54.322;Femme;18-34;Citad;Sud;Bac;Etudiant;Salarié;Cadre;;Non;False;False;False;1 x par semaine;3 x par semaine;1 x par jour;1 x par jour;3 x par semaine;1 x par semaine;Très rarement;5 x par semaine;Jamais;Oui;Santé;Je regarde le prix, Je regarde la provenance du produit;Le nutriscore;Oui, Produits industriels (plat cuisiné, dessert, boisson sucré, biscuit apéritif ou sucré);Oui je connais, Je n'applique pas;Je n’ai pas un budget assez important pour acheter des fruits et légumes en aussi grande quantité ;Non;;Oui;Oui;Manger de tout pour que le corps fonctionne bien ( je suis en biologie);Féculents, une viande ou un produit laitier, des légumes ou des fruits;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Essayer de ne pas manger plus ou moins dans un premier temps. Puis adapter les quantités quand on se sent mieux si on s’aperçoit qu’on mange peut-être un peu trop gras ou trop sucré par exemple;Non;Non;;;J’y ai déjà fait appel et ça a été plus compliqué qu’autre chose. Je n’étais pas prête et elle m’a forcée à manger moins alors que ma prise de poids était due à un médicament 
